Index,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Time Took For Restoration (hrs),Demand Loss (MW),Number of Customers Affected,State,County,NERC_Region,Event_Type,Alert_Criteria
612,November,2021-11-30,05:00:00,11/30/2021,05:01:00,0.016666666666666607,0,0,Washington,,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
612,November,2021-11-30,05:00:00,11/30/2021,05:01:00,0.016666666666666607,0,0,Idaho,,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
612,November,2021-11-30,05:00:00,11/30/2021,05:01:00,0.016666666666666607,0,0,Utah,,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
612,November,2021-11-30,05:00:00,11/30/2021,05:01:00,0.016666666666666607,0,0,Wyoming,,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
613,December,2021-12-01,10:04:00,12/01/2021,13:08:00,3.066666666666665,0,0,Wisconsin,Eau Claire County,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
614,December,2021-12-02,10:33:00,12/02/2021,13:10:00,2.616666666666664,0,0,Texas,,TRE,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
615,December,2021-12-07,14:33:00,12/07/2021,15:40:00,1.1166666666666654,0,0,Indiana,Putnam County,RF,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
616,December,2021-12-08,09:04:00,12/08/2021,09:35:00,0.5166666666666675,0,0,New York,Broome County,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
617,December,2021-12-10,12:06:00,12/10/2021,13:07:00,1.0166666666666684,0,0,Idaho,Ada County,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
618,December,2021-12-11,03:13:00,12/15/2021,15:30:00,12.283333333333335,177,107344,Tennessee,Davidson County,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
618,December,2021-12-11,03:13:00,12/15/2021,15:30:00,12.283333333333335,177,107344,Tennessee,Sumner County,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
619,December,2021-12-11,18:16:00,12/13/2021,17:00:00,22.733333333333338,,103000,New York,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
620,December,2021-12-11,11:13:00,12/12/2021,23:06:00,11.883333333333333,,182410,Michigan,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Van Buren County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Gladwin County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Montcalm County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Branch County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Allegan County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Ionia County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Newaygo County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Mecosta County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Lake County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Midland County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Ogemaw County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Osceola County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
621,December,2021-12-11,10:30:00,12/11/2021,15:00:00,4.5,,159947,Michigan,Tuscola County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
622,December,2021-12-12,06:14:00,12/12/2021,06:40:00,0.4333333333333331,36,,Louisiana,De Soto Parish,SERC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
623,December,2021-12-14,07:28:00,12/14/2021,13:43:00,6.249999999999999,120,65994,California,Humboldt County,WECC,Severe Weather,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.
624,December,2021-12-14,09:39:00,12/14/2021,09:48:00,0.1500000000000008,0,0,Washington,Chelan County,WECC,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
625,December,2021-12-15,19:00:00,12/16/2021,03:00:00,8.0,,174000,Kansas,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
626,December,2021-12-15,18:00:00,12/16/2021,09:00:00,15.0,,134000,Iowa,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
626,December,2021-12-15,18:00:00,12/16/2021,09:00:00,15.0,,134000,Wisconsin,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
627,December,2021-12-15,16:37:00,12/16/2021,11:30:00,18.883333333333336,0,258000,Missouri,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
627,December,2021-12-15,16:37:00,12/16/2021,11:30:00,18.883333333333336,0,258000,Missouri,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
627,December,2021-12-15,16:37:00,12/16/2021,11:30:00,18.883333333333336,0,258000,Kansas,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
627,December,2021-12-15,16:37:00,12/16/2021,11:30:00,18.883333333333336,0,258000,Kansas,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
628,December,2021-12-15,20:00:00,,,,,80000,Wisconsin,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
629,December,2021-12-15,20:00:00,,,,,156000,Wisconsin,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
630,December,2021-12-15,21:00:00,,,,,,Iowa,,MRO,Severe Weather,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency."
630,December,2021-12-15,21:00:00,,,,,,Minnesota,,MRO,Severe Weather,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency."
631,December,2021-12-15,15:56:00,12/15/2021,17:27:00,1.5166666666666666,5,,Nebraska,Burt County,MRO,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
632,December,2021-12-15,16:37:00,,,,,,Missouri,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
632,December,2021-12-15,16:37:00,,,,,,Missouri,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
632,December,2021-12-15,16:37:00,,,,,,Kansas,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
632,December,2021-12-15,16:37:00,,,,,,Kansas,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Antrim County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Kalkaska County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Grand Traverse County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Leelanau County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Benzie County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Manistee County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Wexford County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Missaukee County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Lake County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Osceola County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Oceana County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Newaygo County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Mecosta County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Emmet County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Charlevoix County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Cheboygan County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Clare County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Roscommon County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Crawford County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
633,December,2021-12-16,06:00:00,12/16/2021,20:00:00,14.0,,200675,Michigan,Ogemaw County,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
634,December,2021-12-18,13:04:00,12/18/2021,21:59:00,8.91666666666667,10,11770,California,,WECC,Suspicious Activity,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations.
635,December,2021-12-19,20:48:00,12/19/2021,21:00:00,0.1999999999999993,0,0,Texas,Cameron County,TRE,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
636,December,2021-12-21,21:59:00,12/22/2021,14:15:00,16.266666666666666,22,,Texas,Cameron County,TRE,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
637,December,2021-12-23,01:10:00,12/23/2021,01:15:00,0.08333333333333337,0,0,Pennsylvania,York County,RF,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
638,December,2021-12-23,14:02:00,12/23/2021,14:55:00,0.8833333333333329,0,0,Massachusetts,Suffolk County,NPCC,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
639,December,2021-12-24,00:34:00,12/24/2021,06:40:00,6.1,,,Texas,Rusk County,TRE,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
640,December,2021-12-27,04:11:00,01/01/2022,02:41:00,22.499999999999996,381,115830,California,,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
641,December,2021-12-27,21:01:00,12/30/2021,09:11:00,12.166666666666668,120,65994,California,Humboldt County,WECC,System Operations,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.
642,December,2021-12-29,11:00:00,12/29/2021,12:00:00,1.0000000000000004,0,0,Nevada,Clark County,WECC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
643,December,2021-12-30,18:51:00,,,,0,0,Missouri,Adair County,SERC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
643,December,2021-12-30,18:51:00,,,,0,0,Missouri,Putnam County,SERC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
644,January,2020-01-09,23:07:00,01/09/2020,23:19:00,0.1999999999999993,0,0,Arkansas,Yell County,SPP RE,Severe Weather,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
644,January,2020-01-09,23:07:00,01/09/2020,23:19:00,0.1999999999999993,0,0,Arkansas,Yell County,SPP RE,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
645,January,2020-01-09,20:45:00,01/10/2020,21:23:00,0.6333333333333311,0,0,Washington,King County,WECC,Suspicious Activity,Cyber event that could potentially impact electric power system adequacy or reliability.
646,January,2020-01-09,07:40:00,01/09/2020,08:48:00,1.1333333333333333,0,0,Minnesota,,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
646,January,2020-01-09,07:40:00,01/09/2020,08:48:00,1.1333333333333333,0,0,North Dakota,,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
646,January,2020-01-09,07:40:00,01/09/2020,08:48:00,1.1333333333333333,0,0,Wisconsin,,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
647,January,2020-01-09,23:07:00,01/09/2020,23:18:00,0.18333333333333268,,,Arkansas,,SPP RE,System Operations,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.
648,January,2020-01-10,14:53:00,,,,,,Tennessee,Hamilton County,SERC,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
649,January,2020-01-11,02:25:00,01/11/2020,07:56:00,5.5166666666666675,22,7541,Arkansas,Cross County,SPP RE,Severe Weather,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
649,January,2020-01-11,02:25:00,01/11/2020,07:56:00,5.5166666666666675,22,7541,Arkansas,Cross County,SPP RE,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
650,January,2020-01-11,23:02:00,01/12/2020,02:01:00,2.9833333333333334,,66475,North Carolina,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
650,January,2020-01-11,23:02:00,01/12/2020,02:01:00,2.9833333333333334,,66475,South Carolina,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
651,January,2020-01-11,03:30:00,01/11/2020,17:30:00,13.999999999999998,,68138,Arkansas,,SPP RE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
651,January,2020-01-11,03:30:00,01/11/2020,17:30:00,13.999999999999998,,68138,Texas,,SPP RE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
652,January,2020-01-11,13:20:00,,,,4,,Tennessee,,SERC,Severe Weather,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.
653,January,2020-01-11,12:50:00,01/12/2020,13:33:00,0.7166666666666668,219,30715,Alabama,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
653,January,2020-01-11,12:50:00,01/12/2020,13:33:00,0.7166666666666668,219,30715,Georgia,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
653,January,2020-01-11,12:50:00,01/12/2020,13:33:00,0.7166666666666668,219,30715,Mississippi,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
654,January,2020-01-12,11:15:00,01/12/2020,11:18:00,0.050000000000001155,0,0,Texas,Brazos County,TRE,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
655,January,2020-01-14,00:00:00,01/14/2020,01:00:00,1.0,0,0,Florida,Alachua County,FRCC,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
656,January,2020-01-16,11:06:00,01/16/2020,11:36:00,0.5000000000000009,0,0,Texas,Harris County,TRE,System Operations,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
657,January,2020-01-17,05:28:00,01/17/2020,10:13:00,4.75,87,67864,California,Humboldt County,WECC,Severe Weather,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.
657,January,2020-01-17,05:28:00,01/17/2020,10:13:00,4.75,87,67864,California,Humboldt County,WECC,Transmission Interruption,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.
658,January,2020-01-20,06:30:00,01/20/2020,06:31:00,0.016666666666666607,0,0,California,Los Angeles County,WECC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
659,January,2020-01-22,02:57:00,01/22/2020,03:17:00,0.3333333333333328,7,3120,Nevada,Humboldt County,WECC,Actual Physical Attack,Damage or destruction of its Facility that results from actual or suspected intentional human action.
660,January,2020-01-23,23:30:00,01/24/2020,00:39:00,1.1500000000000012,0,0,Florida,Manatee County,FRCC,Vandalism,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
661,January,2020-01-24,04:34:00,,,,0,0,California,,WECC,Fuel Supply Deficiency,Fuel supply emergencies that could impact electric power system adequacy or reliability.
662,January,2020-01-27,14:10:00,01/27/2020,18:58:00,4.799999999999999,540,130000,North Dakota,,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
662,January,2020-01-27,14:10:00,01/27/2020,18:58:00,4.799999999999999,540,130000,South Dakota,,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
662,January,2020-01-27,14:10:00,01/27/2020,18:58:00,4.799999999999999,540,130000,Montana,,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
663,January,2020-01-30,03:01:00,01/30/2020,04:36:00,1.583333333333333,75,0,North Dakota,Burleigh County,MRO,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
664,January,2020-01-31,09:50:00,02/03/2020,10:00:00,0.16666666666666607,0,0,California,,WECC,Suspicious Activity,Cyber event that could potentially impact electric power system adequacy or reliability.
665,February,2020-02-06,14:29:00,02/07/2020,12:44:00,22.25,,284256,North Carolina,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
665,February,2020-02-06,14:29:00,02/07/2020,12:44:00,22.25,,284256,North Carolina,,SERC,Distribution Interruption,"Loss of electric service to more than 50,000 customers for 1 hour or more."
666,February,2020-02-06,13:30:00,02/07/2020,20:08:00,6.633333333333334,,89500,North Carolina,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
666,February,2020-02-06,13:30:00,02/07/2020,20:08:00,6.633333333333334,,89500,North Carolina,,SERC,Transmission Interruption,"Loss of electric service to more than 50,000 customers for 1 hour or more."
666,February,2020-02-06,13:30:00,02/07/2020,20:08:00,6.633333333333334,,89500,South Carolina,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
666,February,2020-02-06,13:30:00,02/07/2020,20:08:00,6.633333333333334,,89500,South Carolina,,SERC,Transmission Interruption,"Loss of electric service to more than 50,000 customers for 1 hour or more."
667,February,2020-02-07,16:25:00,02/08/2020,12:00:00,19.583333333333332,,123359,Connecticut,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
667,February,2020-02-07,16:25:00,02/08/2020,12:00:00,19.583333333333332,,123359,Maine,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
667,February,2020-02-07,16:25:00,02/08/2020,12:00:00,19.583333333333332,,123359,Massachusetts,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
667,February,2020-02-07,16:25:00,02/08/2020,12:00:00,19.583333333333332,,123359,New Hampshire,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
667,February,2020-02-07,16:25:00,02/08/2020,12:00:00,19.583333333333332,,123359,Rhode Island,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
667,February,2020-02-07,16:25:00,02/08/2020,12:00:00,19.583333333333332,,123359,Vermont,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
668,February,2020-02-07,14:42:00,02/10/2020,09:25:00,18.71666666666667,,7500,New York,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
669,February,2020-02-07,11:00:00,,,,,52000,Pennsylvania,,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
669,February,2020-02-07,11:00:00,,,,,52000,Pennsylvania,,RF,Distribution Interruption,"Loss of electric service to more than 50,000 customers for 1 hour or more."
670,February,2020-02-07,08:48:00,,,,,87000,Virginia,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
670,February,2020-02-07,08:48:00,,,,,87000,North Carolina,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
671,February,2020-02-08,13:56:00,02/08/2020,15:04:00,1.133333333333332,0,0,California,,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
672,February,2020-02-09,09:30:00,02/09/2020,21:40:00,12.166666666666666,500,145000,California,Alameda County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
672,February,2020-02-09,09:30:00,02/09/2020,21:40:00,12.166666666666666,500,145000,California,Contra Costa County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
672,February,2020-02-09,09:30:00,02/09/2020,21:40:00,12.166666666666666,500,145000,California,El Dorado County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
672,February,2020-02-09,09:30:00,02/09/2020,21:40:00,12.166666666666666,500,145000,California,Nevada County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
672,February,2020-02-09,09:30:00,02/09/2020,21:40:00,12.166666666666666,500,145000,California,Placer County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
672,February,2020-02-09,09:30:00,02/09/2020,21:40:00,12.166666666666666,500,145000,California,Sierra County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
672,February,2020-02-09,09:30:00,02/09/2020,21:40:00,12.166666666666666,500,145000,California,Santa Clara County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
672,February,2020-02-09,09:30:00,02/09/2020,21:40:00,12.166666666666666,500,145000,California,Napa County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
672,February,2020-02-09,09:30:00,02/09/2020,21:40:00,12.166666666666666,500,145000,California,Marin County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
672,February,2020-02-09,09:30:00,02/09/2020,21:40:00,12.166666666666666,500,145000,California,Santa Cruz County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
673,February,2020-02-11,02:53:00,02/11/2020,13:30:00,10.616666666666667,0,0,Texas,Sterling County,TRE,System Operations,Cyber event that could potentially impact electric power system adequacy or reliability.
674,February,2020-02-11,07:13:00,02/11/2020,16:00:00,8.783333333333333,,0,Oregon,Clackamas County,WECC,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
675,February,2020-02-12,07:36:00,02/12/2020,08:53:00,1.2833333333333328,0,0,Maine,,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
676,February,2020-02-13,08:01:00,02/13/2020,14:38:00,6.6166666666666645,0,0,Oregon,,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
677,February,2020-02-17,09:47:00,02/17/2020,15:31:00,5.733333333333334,97,,Alabama,Chambers County,SERC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
678,February,2020-02-17,13:18:00,02/20/2020,09:51:00,20.549999999999997,0,0,Michigan,Eaton County,RF,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
679,February,2020-02-17,04:00:00,,,,91,70000,California,,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
680,February,2020-02-18,13:00:00,02/18/2020,14:00:00,1.0000000000000018,0,0,California,Kern County,WECC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
681,February,2020-02-25,11:45:00,02/25/2020,13:00:00,1.2499999999999996,0,0,California,Los Angeles County,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.
682,February,2020-02-26,16:30:00,02/26/2020,17:02:00,0.5333333333333341,0,0,Oklahoma,,SPP RE,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
